record_id,date,ceo_id,first_name,last_name,date_of_birth,total_revenue,total_expenses,state,postal_codes,compani_name,industry,email
1707,2019-03-31,1048,Tyler,Kelley,1982-09-23,515.22,197.0,New Yoke,94491,"Stewart, Hawkins and Nichols",Retail,tyler.kelley@Stewart.com
1652,2020-08-31,1046,Tim,Beasley,1950-08-16,489.1,210.0,New Yoke,90626,Ross PLC,IT,tim.beasley@Ross.io
482,2019-02-28,1014,Isaiah,Rodriguez,1952-09-11,488.85,188.0,Florida,10876,Gilbert Ltd,Retail,isaiah.rodriguez@Gilbert.com
1526,2019-02-28,1043,Taylor,Johnson,1948-01-19,496.39,205.0,Pennsylvania,90316,Mitchell and Sons,IT,taylor.johnson@Mitchell.com
1392,2019-12-31,1039,Samantha,Clark,1959-09-15,515.23,199.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
136,2020-04-30,1004,Brian,Young,1961-06-28,493.76,207.0,California,11934,Turner Ltd,Education,brian.young@Turner.edu
922,2019-10-31,1026,Marcus,Burgess,1996-04-12,494.4,192.0,New Yoke,11661,"Knox, Keller and Reynolds",Financial,marcus.burgess@Knox.com
862,2020-10-31,1024,Kimberly,Joseph,1993-11-25,501.72,199.0,California,13137,"Reyes, Aguilar and Robinson",Education,kimberly.joseph@Reyes.edu
1689,2020-09-30,1047,Tonya,Bell,1969-05-15,518.12,190.0,New Yoke,92883,Brown-Spencer,IT,tonya.bell@Brown.com
212,2020-08-31,1006,Chad,Leon,1984-06-22,486.57,202.0,California,14701,"Short, Washington and Green",Education,chad.leon@Short.edu
1196,2018-08-31,1034,Michele,Rice,1981-06-02,498.43,198.0,Texas,14334,"Kelly, Johnson and Perez",Oil and Gas,michele.rice@Kelly.net
1369,2018-01-31,1039,Samantha,Clark,1959-09-15,507.99,207.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
769,2019-01-31,1022,Karen,Mullen,1954-12-23,478.56,207.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
1363,2020-07-31,1038,Ricky,Fowler,1988-12-10,500.81,207.0,Texas,95239,"Fisher, Webster and Garcia",Education,ricky.fowler@Fisher.edu
89,2019-05-31,1003,Brenda,Young,1961-08-14,501.22,197.0,California,11950,Watkins and Sons,Retail,brenda.young@Watkins.net
625,2019-01-31,1018,Jessica,White,1957-10-05,508.86,207.0,California,11485,Martinez Group,IT,jessica.white@Martinez.net
1621,2018-01-31,1046,Tim,Beasley,1950-08-16,497.76,189.0,New Yoke,90626,Ross PLC,IT,tim.beasley@Ross.io
299,2018-11-30,1009,Darrell,Ford,1976-12-07,490.45,199.0,Pennsylvania,13793,Austin-Adams,Education,darrell.ford@Austin.edu
914,2019-02-28,1026,Marcus,Burgess,1996-04-12,503.55,193.0,New Yoke,11661,"Knox, Keller and Reynolds",Financial,marcus.burgess@Knox.com
1788,2019-12-31,1050,Vincent,Jimenez,1979-04-14,494.6,207.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
1711,2019-07-31,1048,Tyler,Kelley,1982-09-23,504.53,203.0,New Yoke,94491,"Stewart, Hawkins and Nichols",Retail,tyler.kelley@Stewart.com
848,2019-08-31,1024,Kimberly,Joseph,1993-11-25,489.8,212.0,California,13137,"Reyes, Aguilar and Robinson",Education,kimberly.joseph@Reyes.edu
1634,2019-02-28,1046,Tim,Beasley,1950-08-16,534.33,204.0,New Yoke,90626,Ross PLC,IT,tim.beasley@Ross.io
801,2018-09-30,1023,Kenneth,Buckley,1965-02-25,508.14,198.0,Florida,12375,Stafford-Miller,Oil and Gas,kenneth.buckley@Stafford.com
354,2020-06-30,1010,David,Duncan,1984-04-23,508.05,202.0,Texas,14681,"Johnson, Olson and Smith",Education,david.duncan@Johnson.edu
702,2019-06-30,1020,John,Bullock,1994-08-12,512.24,190.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
761,2018-05-31,1022,Karen,Mullen,1954-12-23,515.39,186.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
1106,2020-02-29,1031,Melissa,Smith,1946-04-06,497.88,192.0,California,10101,Harrison Group,Education,melissa.smith@Harrison.edu
1336,2018-04-30,1038,Ricky,Fowler,1988-12-10,502.93,198.0,Texas,95239,"Fisher, Webster and Garcia",Education,ricky.fowler@Fisher.edu
676,2020-04-30,1019,Joel,Byrd,1991-07-04,503.2,204.0,California,10355,"Williams, Woodard and Martinez",IT,joel.byrd@Williams.io
46,2018-10-31,1002,Ashley,Blanchard,1949-04-10,493.63,198.0,New Yoke,10464,Davis LLC,Education,ashley.blanchard@Davis.edu
815,2019-11-30,1023,Kenneth,Buckley,1965-02-25,523.9,202.0,Florida,12375,Stafford-Miller,Oil and Gas,kenneth.buckley@Stafford.com
703,2019-07-31,1020,John,Bullock,1994-08-12,499.41,202.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
415,2019-07-31,1012,David,Wells,1977-09-20,475.86,208.0,Florida,13888,Adams-Rice,IT,david.wells@Adams.net
918,2019-06-30,1026,Marcus,Burgess,1996-04-12,503.02,184.0,New Yoke,11661,"Knox, Keller and Reynolds",Financial,marcus.burgess@Knox.com
1565,2019-05-31,1044,Theresa,Ortiz,1973-03-24,510.11,198.0,Pennsylvania,93347,Meyer-Miles,Financial,theresa.ortiz@Meyer.net
713,2020-05-31,1020,John,Bullock,1994-08-12,499.68,195.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
193,2019-01-31,1006,Chad,Leon,1984-06-22,519.05,192.0,California,14701,"Short, Washington and Green",Education,chad.leon@Short.edu
17,2019-05-31,1001,Alexandra,Taylor,1954-07-27,498.28,200.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
1552,2018-04-30,1044,Theresa,Ortiz,1973-03-24,492.38,200.0,Pennsylvania,93347,Meyer-Miles,Financial,theresa.ortiz@Meyer.net
1777,2019-01-31,1050,Vincent,Jimenez,1979-04-14,516.04,204.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
483,2019-03-31,1014,Isaiah,Rodriguez,1952-09-11,492.33,193.0,Florida,10876,Gilbert Ltd,Retail,isaiah.rodriguez@Gilbert.com
788,2020-08-31,1022,Karen,Mullen,1954-12-23,500.49,191.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
773,2019-05-31,1022,Karen,Mullen,1954-12-23,509.54,197.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
1400,2020-08-31,1039,Samantha,Clark,1959-09-15,497.69,205.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
1417,2019-01-31,1040,Sara,Ellis,1976-08-19,509.65,203.0,Florida,93757,Riley-Warren,Retail,sara.ellis@Riley.net
111,2018-03-31,1004,Brian,Young,1961-06-28,486.27,198.0,California,11934,Turner Ltd,Education,brian.young@Turner.edu
1022,2019-02-28,1029,Melissa,Kelley,1982-09-22,494.79,188.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
574,2020-10-31,1016,James,Ward,1970-01-10,518.53,199.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
655,2018-07-31,1019,Joel,Byrd,1991-07-04,497.17,201.0,California,10355,"Williams, Woodard and Martinez",IT,joel.byrd@Williams.io
1151,2020-11-30,1032,Michael,Jones,1950-09-11,495.71,194.0,Florida,10635,House and Sons,Oil and Gas,michael.jones@House.com
88,2019-04-30,1003,Brenda,Young,1961-08-14,503.78,209.0,California,11950,Watkins and Sons,Retail,brenda.young@Watkins.net
822,2020-06-30,1023,Kenneth,Buckley,1965-02-25,508.5,205.0,Florida,12375,Stafford-Miller,Oil and Gas,kenneth.buckley@Stafford.com
1418,2019-02-28,1040,Sara,Ellis,1976-08-19,524.24,200.0,Florida,93757,Riley-Warren,Retail,sara.ellis@Riley.net
322,2020-10-31,1009,Darrell,Ford,1976-12-07,492.03,222.0,Pennsylvania,13793,Austin-Adams,Education,darrell.ford@Austin.edu
1169,2019-05-31,1033,Michael,Hudson,1984-03-27,482.51,192.0,Pennsylvania,14673,"Jackson, Hall and Pittman",Oil and Gas,michael.hudson@Jackson.com
63,2020-03-31,1002,Ashley,Blanchard,1949-04-10,505.13,200.0,New Yoke,10464,Davis LLC,Education,ashley.blanchard@Davis.edu
147,2018-03-31,1005,Brittany,Dean,1987-10-25,500.78,213.0,Florida,12093,"Scott, Howard and Vaughn",IT,brittany.dean@Scott.io
1274,2019-02-28,1036,Rachel,Murphy,1967-10-17,501.01,190.0,California,12693,Brown-Smith,Education,rachel.murphy@Brown.edu
536,2020-08-31,1015,Jacqueline,Sanford,1959-08-25,496.08,203.0,New Yoke,11712,Smith Ltd,Retail,jacqueline.sanford@Smith.net
979,2018-07-31,1028,Mary,Rodriguez,1953-02-10,503.94,198.0,Texas,10926,Newton PLC,Education,mary.rodriguez@Newton.edu
1365,2020-09-30,1038,Ricky,Fowler,1988-12-10,496.28,194.0,Texas,95239,"Fisher, Webster and Garcia",Education,ricky.fowler@Fisher.edu
1780,2019-04-30,1050,Vincent,Jimenez,1979-04-14,509.51,205.0,New Yoke,94076,Foley-Diaz,Oil and Gas,vincent.jimenez@Foley.com
1045,2018-01-31,1030,Melissa,Ryan,1982-02-09,484.56,205.0,Pennsylvania,14417,"Morton, Carr and Howell",Oil and Gas,melissa.ryan@Morton.com
589,2019-01-31,1017,Jesse,Boyd,1980-12-11,501.42,194.0,,14277,"Perry, Turner and Diaz",Education,jesse.boyd@Perry.edu
143,2020-11-30,1004,Brian,Young,1961-06-28,508.69,189.0,California,11934,Turner Ltd,Education,brian.young@Turner.edu
695,2018-11-30,1020,John,Bullock,1994-08-12,497.32,206.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
728,2018-08-31,1021,Joseph,Martin,1956-08-25,500.29,193.0,Texas,11352,Butler Group,Retail,joseph.martin@Butler.com
803,2018-11-30,1023,Kenneth,Buckley,1965-02-25,485.36,185.0,Florida,12375,Stafford-Miller,Oil and Gas,kenneth.buckley@Stafford.com
1034,2020-02-29,1029,Melissa,Kelley,1982-09-22,493.59,194.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
739,2019-07-31,1021,Joseph,Martin,1956-08-25,473.02,201.0,Texas,11352,Butler Group,Retail,joseph.martin@Butler.com
199,2019-07-31,1006,Chad,Leon,1984-06-22,508.11,207.0,California,14701,"Short, Washington and Green",Education,chad.leon@Short.edu
462,2020-06-30,1013,Fred,Green,1963-01-19,490.0,191.0,California,12122,Roberts-Blankenship,Oil and Gas,fred.green@Roberts.net
160,2019-04-30,1005,Brittany,Dean,1987-10-25,488.78,197.0,Florida,12093,"Scott, Howard and Vaughn",IT,brittany.dean@Scott.io
863,2020-11-30,1024,Kimberly,Joseph,1993-11-25,504.91,191.0,California,13137,"Reyes, Aguilar and Robinson",Education,kimberly.joseph@Reyes.edu
1398,2020-06-30,1039,Samantha,Clark,1959-09-15,507.33,195.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
1240,2019-04-30,1035,Natalie,Dunn,1982-10-06,484.39,198.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
1443,2018-03-31,1041,Sarah,James,1971-05-10,505.05,196.0,New Yoke,93122,Cook-Riddle,Oil and Gas,sarah.james@Cook.net
84,2018-12-31,1003,Brenda,Young,1961-08-14,504.1,209.0,California,11950,Watkins and Sons,Retail,brenda.young@Watkins.net
1673,2019-05-31,1047,Tonya,Bell,1969-05-15,494.27,208.0,New Yoke,92883,Brown-Spencer,IT,tonya.bell@Brown.com
1310,2019-02-28,1037,Renee,Fleming,1991-11-02,507.17,195.0,Florida,10751,"Franklin, Mcconnell and Ortega",IT,renee.fleming@Franklin.com
1379,2018-11-30,1039,Samantha,Clark,1959-09-15,505.07,197.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
1666,2018-10-31,1047,Tonya,Bell,1969-05-15,482.56,200.0,New Yoke,92883,Brown-Spencer,IT,tonya.bell@Brown.com
428,2020-08-31,1012,David,Wells,1977-09-20,503.5,201.0,Florida,13888,Adams-Rice,IT,david.wells@Adams.net
290,2018-02-28,1009,Darrell,Ford,1976-12-07,500.81,209.0,Pennsylvania,13793,Austin-Adams,Education,darrell.ford@Austin.edu
531,2020-03-31,1015,Jacqueline,Sanford,1959-08-25,516.21,199.0,New Yoke,11712,Smith Ltd,Retail,jacqueline.sanford@Smith.net
1702,2018-10-31,1048,Tyler,Kelley,1982-09-23,501.1,197.0,New Yoke,94491,"Stewart, Hawkins and Nichols",Retail,tyler.kelley@Stewart.com
624,2018-12-31,1018,Jessica,White,1957-10-05,499.6,201.0,California,11485,Martinez Group,IT,jessica.white@Martinez.net
1181,2020-05-31,1033,Michael,Hudson,1984-03-27,486.86,187.0,Pennsylvania,14673,"Jackson, Hall and Pittman",Oil and Gas,michael.hudson@Jackson.com
402,2018-06-30,1012,David,Wells,1977-09-20,500.76,211.0,Florida,13888,Adams-Rice,IT,david.wells@Adams.net
155,2018-11-30,1005,Brittany,Dean,1987-10-25,504.41,204.0,Florida,12093,"Scott, Howard and Vaughn",IT,brittany.dean@Scott.io
1319,2019-11-30,1037,Renee,Fleming,1991-11-02,505.47,191.0,Florida,10751,"Franklin, Mcconnell and Ortega",IT,renee.fleming@Franklin.com
1147,2020-07-31,1032,Michael,Jones,1950-09-11,490.18,197.0,Florida,10635,House and Sons,Oil and Gas,michael.jones@House.com
929,2020-05-31,1026,Marcus,Burgess,1996-04-12,505.01,198.0,New Yoke,11661,"Knox, Keller and Reynolds",Financial,marcus.burgess@Knox.com
1191,2018-03-31,1034,Michele,Rice,1981-06-02,492.25,194.0,Texas,14334,"Kelly, Johnson and Perez",Oil and Gas,michele.rice@Kelly.net
1067,2019-11-30,1030,Melissa,Ryan,1982-02-09,500.14,205.0,Pennsylvania,14417,"Morton, Carr and Howell",Oil and Gas,melissa.ryan@Morton.com
673,2020-01-31,1019,Joel,Byrd,1991-07-04,504.1,209.0,California,10355,"Williams, Woodard and Martinez",IT,joel.byrd@Williams.io
1667,2018-11-30,1047,Tonya,Bell,1969-05-15,507.16,200.0,New Yoke,92883,Brown-Spencer,IT,tonya.bell@Brown.com
627,2019-03-31,1018,Jessica,White,1957-10-05,507.98,201.0,California,11485,Martinez Group,IT,jessica.white@Martinez.net
1159,2018-07-31,1033,Michael,Hudson,1984-03-27,511.28,207.0,Pennsylvania,14673,"Jackson, Hall and Pittman",Oil and Gas,michael.hudson@Jackson.com
557,2019-05-31,1016,James,Ward,1970-01-10,497.78,196.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
315,2020-03-31,1009,Darrell,Ford,1976-12-07,530.31,194.0,Pennsylvania,13793,Austin-Adams,Education,darrell.ford@Austin.edu
1376,2018-08-31,1039,Samantha,Clark,1959-09-15,486.75,192.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
594,2019-06-30,1017,Jesse,Boyd,1980-12-11,517.11,205.0,,14277,"Perry, Turner and Diaz",Education,jesse.boyd@Perry.edu
427,2020-07-31,1012,David,Wells,1977-09-20,495.21,196.0,Florida,13888,Adams-Rice,IT,david.wells@Adams.net
1261,2018-01-31,1036,Rachel,Murphy,1967-10-17,499.97,199.0,California,12693,Brown-Smith,Education,rachel.murphy@Brown.edu
1461,2019-09-30,1041,Sarah,James,1971-05-10,486.64,190.0,New Yoke,93122,Cook-Riddle,Oil and Gas,sarah.james@Cook.net
1527,2019-03-31,1043,Taylor,Johnson,1948-01-19,504.73,196.0,Pennsylvania,90316,Mitchell and Sons,IT,taylor.johnson@Mitchell.com
1226,2018-02-28,1035,Natalie,Dunn,1982-10-06,505.73,196.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
492,2019-12-31,1014,Isaiah,Rodriguez,1952-09-11,506.3,192.0,Florida,10876,Gilbert Ltd,Retail,isaiah.rodriguez@Gilbert.com
523,2019-07-31,1015,Jacqueline,Sanford,1959-08-25,501.28,194.0,New Yoke,11712,Smith Ltd,Retail,jacqueline.sanford@Smith.net
1524,2018-12-31,1043,Taylor,Johnson,1948-01-19,503.96,193.0,Pennsylvania,90316,Mitchell and Sons,IT,taylor.johnson@Mitchell.com
493,2020-01-31,1014,Isaiah,Rodriguez,1952-09-11,495.85,194.0,Florida,10876,Gilbert Ltd,Retail,isaiah.rodriguez@Gilbert.com
423,2020-03-31,1012,David,Wells,1977-09-20,496.25,189.0,Florida,13888,Adams-Rice,IT,david.wells@Adams.net
640,2020-04-30,1018,Jessica,White,1957-10-05,495.93,193.0,California,11485,Martinez Group,IT,jessica.white@Martinez.net
1211,2019-11-30,1034,Michele,Rice,1981-06-02,510.79,196.0,Texas,14334,"Kelly, Johnson and Perez",Oil and Gas,michele.rice@Kelly.net
445,2019-01-31,1013,Fred,Green,1963-01-19,496.69,196.0,California,12122,Roberts-Blankenship,Oil and Gas,fred.green@Roberts.net
809,2019-05-31,1023,Kenneth,Buckley,1965-02-25,502.09,210.0,Florida,12375,Stafford-Miller,Oil and Gas,kenneth.buckley@Stafford.com
1692,2020-12-31,1047,Tonya,Bell,1969-05-15,490.71,205.0,New Yoke,92883,Brown-Spencer,IT,tonya.bell@Brown.com
989,2019-05-31,1028,Mary,Rodriguez,1953-02-10,494.7,210.0,Texas,10926,Newton PLC,Education,mary.rodriguez@Newton.edu
1704,2018-12-31,1048,Tyler,Kelley,1982-09-23,496.12,195.0,New Yoke,94491,"Stewart, Hawkins and Nichols",Retail,tyler.kelley@Stewart.com
1249,2020-01-31,1035,Natalie,Dunn,1982-10-06,497.73,202.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
1570,2019-10-31,1044,Theresa,Ortiz,1973-03-24,481.43,189.0,Pennsylvania,93347,Meyer-Miles,Financial,theresa.ortiz@Meyer.net
900,2020-12-31,1025,Kristin,Bennett,1971-01-29,485.06,200.0,Pennsylvania,13089,Mack-Bridges,IT,kristin.bennett@Mack.io
1459,2019-07-31,1041,Sarah,James,1971-05-10,501.39,203.0,New Yoke,93122,Cook-Riddle,Oil and Gas,sarah.james@Cook.net
410,2019-02-28,1012,David,Wells,1977-09-20,511.04,197.0,Florida,13888,Adams-Rice,IT,david.wells@Adams.net
13,2019-01-31,1001,Alexandra,Taylor,1954-07-27,496.78,200.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
945,2018-09-30,1027,Mary,Wong,1989-07-22,501.4,222.0,Florida,13932,"Castillo, Ramirez and Mitchell",Oil and Gas,mary.wong@Castillo.net
405,2018-09-30,1012,David,Wells,1977-09-20,495.77,206.0,Florida,13888,Adams-Rice,IT,david.wells@Adams.net
1460,2019-08-31,1041,Sarah,James,1971-05-10,487.96,204.0,New Yoke,93122,Cook-Riddle,Oil and Gas,sarah.james@Cook.net
74,2018-02-28,1003,Brenda,Young,1961-08-14,508.76,200.0,California,11950,Watkins and Sons,Retail,brenda.young@Watkins.net
196,2019-04-30,1006,Chad,Leon,1984-06-22,483.73,213.0,California,14701,"Short, Washington and Green",Education,chad.leon@Short.edu
400,2018-04-30,1012,David,Wells,1977-09-20,521.11,206.0,Florida,13888,Adams-Rice,IT,david.wells@Adams.net
309,2019-09-30,1009,Darrell,Ford,1976-12-07,506.22,206.0,Pennsylvania,13793,Austin-Adams,Education,darrell.ford@Austin.edu
600,2019-12-31,1017,Jesse,Boyd,1980-12-11,513.85,188.0,,14277,"Perry, Turner and Diaz",Education,jesse.boyd@Perry.edu
726,2018-06-30,1021,Joseph,Martin,1956-08-25,502.83,201.0,Texas,11352,Butler Group,Retail,joseph.martin@Butler.com
933,2020-09-30,1026,Marcus,Burgess,1996-04-12,491.2,203.0,New Yoke,11661,"Knox, Keller and Reynolds",Financial,marcus.burgess@Knox.com
1387,2019-07-31,1039,Samantha,Clark,1959-09-15,492.75,185.0,Texas,91720,Green Inc,Retail,samantha.clark@Green.net
622,2018-10-31,1018,Jessica,White,1957-10-05,481.76,195.0,California,11485,Martinez Group,IT,jessica.white@Martinez.net
216,2020-12-31,1006,Chad,Leon,1984-06-22,508.76,202.0,California,14701,"Short, Washington and Green",Education,chad.leon@Short.edu
1688,2020-08-31,1047,Tonya,Bell,1969-05-15,505.39,205.0,New Yoke,92883,Brown-Spencer,IT,tonya.bell@Brown.com
164,2019-08-31,1005,Brittany,Dean,1987-10-25,497.03,191.0,Florida,12093,"Scott, Howard and Vaughn",IT,brittany.dean@Scott.io
705,2019-09-30,1020,John,Bullock,1994-08-12,495.22,185.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
1218,2020-06-30,1034,Michele,Rice,1981-06-02,494.13,216.0,Texas,14334,"Kelly, Johnson and Perez",Oil and Gas,michele.rice@Kelly.net
561,2019-09-30,1016,James,Ward,1970-01-10,508.53,203.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
1607,2019-11-30,1045,Tiffany,Nelson,1963-12-05,516.33,199.0,Florida,92228,Butler-Scott,Education,tiffany.nelson@Butler.edu
540,2020-12-31,1015,Jacqueline,Sanford,1959-08-25,503.62,188.0,New Yoke,11712,Smith Ltd,Retail,jacqueline.sanford@Smith.net
994,2019-10-31,1028,Mary,Rodriguez,1953-02-10,507.18,212.0,Texas,10926,Newton PLC,Education,mary.rodriguez@Newton.edu
792,2020-12-31,1022,Karen,Mullen,1954-12-23,503.62,208.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
699,2019-03-31,1020,John,Bullock,1994-08-12,488.19,190.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
281,2020-05-31,1008,Christopher,Perez,1960-11-07,492.18,210.0,Florida,11858,Wood Group,Oil and Gas,christopher.perez@Wood.io
1731,2018-03-31,1049,Tyler,Jones,1949-12-23,509.89,202.0,California,90548,Cooper Inc,Education,tyler.jones@Cooper.edu
498,2020-06-30,1014,Isaiah,Rodriguez,1952-09-11,477.63,202.0,Florida,10876,Gilbert Ltd,Retail,isaiah.rodriguez@Gilbert.com
312,2019-12-31,1009,Darrell,Ford,1976-12-07,503.05,189.0,Pennsylvania,13793,Austin-Adams,Education,darrell.ford@Austin.edu
132,2019-12-31,1004,Brian,Young,1961-06-28,493.96,197.0,California,11934,Turner Ltd,Education,brian.young@Turner.edu
252,2020-12-31,1007,Christopher,Nguyen,1967-06-18,497.69,204.0,Pennsylvania,12653,Gould-Foster,Retail,christopher.nguyen@Gould.io
1537,2020-01-31,1043,Taylor,Johnson,1948-01-19,504.97,205.0,Pennsylvania,90316,Mitchell and Sons,IT,taylor.johnson@Mitchell.com
496,2020-04-30,1014,Isaiah,Rodriguez,1952-09-11,491.71,205.0,Florida,10876,Gilbert Ltd,Retail,isaiah.rodriguez@Gilbert.com
1092,2018-12-31,1031,Melissa,Smith,1946-04-06,502.26,204.0,California,10101,Harrison Group,Education,melissa.smith@Harrison.edu
859,2020-07-31,1024,Kimberly,Joseph,1993-11-25,506.15,189.0,California,13137,"Reyes, Aguilar and Robinson",Education,kimberly.joseph@Reyes.edu
1068,2019-12-31,1030,Melissa,Ryan,1982-02-09,485.2,201.0,Pennsylvania,14417,"Morton, Carr and Howell",Oil and Gas,melissa.ryan@Morton.com
1332,2020-12-31,1037,Renee,Fleming,1991-11-02,500.68,199.0,Florida,10751,"Franklin, Mcconnell and Ortega",IT,renee.fleming@Franklin.com
759,2018-03-31,1022,Karen,Mullen,1954-12-23,499.54,206.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
586,2018-10-31,1017,Jesse,Boyd,1980-12-11,499.72,197.0,,14277,"Perry, Turner and Diaz",Education,jesse.boyd@Perry.edu
1345,2019-01-31,1038,Ricky,Fowler,1988-12-10,491.56,208.0,Texas,95239,"Fisher, Webster and Garcia",Education,ricky.fowler@Fisher.edu
738,2019-06-30,1021,Joseph,Martin,1956-08-25,493.13,198.0,Texas,11352,Butler Group,Retail,joseph.martin@Butler.com
943,2018-07-31,1027,Mary,Wong,1989-07-22,509.35,204.0,Florida,13932,"Castillo, Ramirez and Mitchell",Oil and Gas,mary.wong@Castillo.net
360,2020-12-31,1010,David,Duncan,1984-04-23,493.28,219.0,Texas,14681,"Johnson, Olson and Smith",Education,david.duncan@Johnson.edu
861,2020-09-30,1024,Kimberly,Joseph,1993-11-25,490.22,213.0,California,13137,"Reyes, Aguilar and Robinson",Education,kimberly.joseph@Reyes.edu
823,2020-07-31,1023,Kenneth,Buckley,1965-02-25,498.78,198.0,Florida,12375,Stafford-Miller,Oil and Gas,kenneth.buckley@Stafford.com
780,2019-12-31,1022,Karen,Mullen,1954-12-23,480.42,201.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
1231,2018-07-31,1035,Natalie,Dunn,1982-10-06,510.99,200.0,Texas,14495,"Rogers, Anderson and Peterson",Retail,natalie.dunn@Rogers.io
240,2019-12-31,1007,Christopher,Nguyen,1967-06-18,508.25,199.0,Pennsylvania,12653,Gould-Foster,Retail,christopher.nguyen@Gould.io
351,2020-03-31,1010,David,Duncan,1984-04-23,510.1,196.0,Texas,14681,"Johnson, Olson and Smith",Education,david.duncan@Johnson.edu
1013,2018-05-31,1029,Melissa,Kelley,1982-09-22,485.91,203.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
1032,2019-12-31,1029,Melissa,Kelley,1982-09-22,496.45,192.0,Florida,14491,"Jones, George and Obrien",Retail,melissa.kelley@Jones.net
1606,2019-10-31,1045,Tiffany,Nelson,1963-12-05,507.85,196.0,Florida,92228,Butler-Scott,Education,tiffany.nelson@Butler.edu
636,2019-12-31,1018,Jessica,White,1957-10-05,505.02,198.0,California,11485,Martinez Group,IT,jessica.white@Martinez.net
1701,2018-09-30,1048,Tyler,Kelley,1982-09-23,487.11,204.0,New Yoke,94491,"Stewart, Hawkins and Nichols",Retail,tyler.kelley@Stewart.com
710,2020-02-29,1020,John,Bullock,1994-08-12,485.15,194.0,Florida,11239,"Parks, Miranda and Conway",IT,john.bullock@Parks.io
791,2020-11-30,1022,Karen,Mullen,1954-12-23,479.14,207.0,Pennsylvania,11150,Sanchez PLC,Oil and Gas,karen.mullen@Sanchez.com
572,2020-08-31,1016,James,Ward,1970-01-10,506.44,195.0,Texas,12962,Harrison-Mitchell,Retail,james.ward@Harrison.net
1134,2019-06-30,1032,Michael,Jones,1950-09-11,500.47,196.0,Florida,10635,House and Sons,Oil and Gas,michael.jones@House.com
955,2019-07-31,1027,Mary,Wong,1989-07-22,490.52,212.0,Florida,13932,"Castillo, Ramirez and Mitchell",Oil and Gas,mary.wong@Castillo.net
1578,2020-06-30,1044,Theresa,Ortiz,1973-03-24,484.64,206.0,Pennsylvania,93347,Meyer-Miles,Financial,theresa.ortiz@Meyer.net
1283,2019-11-30,1036,Rachel,Murphy,1967-10-17,504.82,199.0,California,12693,Brown-Smith,Education,rachel.murphy@Brown.edu
28,2020-04-30,1001,Alexandra,Taylor,1954-07-27,490.64,192.0,Florida,32554,Carroll Inc,Financial,alexandra.taylor@Carroll.net
426,2020-06-30,1012,David,Wells,1977-09-20,500.53,193.0,Florida,13888,Adams-Rice,IT,david.wells@Adams.net
1086,2018-06-30,1031,Melissa,Smith,1946-04-06,495.98,201.0,California,10101,Harrison Group,Education,melissa.smith@Harrison.edu
1484,2018-08-31,1042,Tammy,Fowler,1988-12-09,497.8,188.0,Florida,95239,"Rodriguez, Figueroa and Sanchez",Financial,tammy.fowler@Rodriguez.net
